cluster_id,vocab,sleep_wake,session,item,target,RT
AmPme4fc,36,sleep,1,gelada,0,NA
AmPme4fc,36,sleep,1,hoopoe,1,1045.4
AmPme4fc,36,wake,1,komondor,1,845.5
AmPme4fc,36,sleep,1,lesula,0,NA
AmPme4fc,36,wake,1,lycaon,1,2211.2
AmPme4fc,36,sleep,1,mandrill,0,NA
AmPme4fc,36,wake,1,marmot,0,NA
AmPme4fc,36,sleep,1,oncilla,0,NA
AmPme4fc,36,wake,1,oranda,0,NA
AmPme4fc,36,wake,1,protea,1,1339.7
AmPme4fc,36,sleep,1,serval,0,NA
AmPme4fc,36,wake,1,trillium,1,836.7
AmPme4fc,36,wake,1,woylie,1,1008.9
AmPme4fc,36,wake,1,zinnia,0,NA
AmPme4fc,36,sleep,2,serval,1,833.3
AmPme4fc,36,wake,2,trillium,1,984.1
AmPme4fc,36,wake,2,woylie,1,1024
AmPme4fc,36,wake,2,zinnia,1,1331.3
AmPme4fc,36,sleep,2,mandrill,0,NA
AmPme4fc,36,wake,2,marmot,1,2008.2
AmPme4fc,36,sleep,2,oncilla,0,NA
AmPme4fc,36,wake,2,oranda,0,NA
AmPme4fc,36,wake,2,protea,0,NA
AmPm89aa,20,wake,1,agouti,0,NA
AmPm89aa,20,wake,1,protea,0,NA
AmPm89aa,20,sleep,1,serval,0,NA
AmPm89aa,20,wake,1,trillium,0,NA
AmPm89aa,20,wake,1,woylie,0,NA
AmPm89aa,20,wake,1,zinnia,0,NA
AmPm89aa,20,sleep,1,gelada,0,NA
AmPm89aa,20,sleep,1,hoopoe,0,NA
AmPm89aa,20,wake,1,komondor,0,NA
AmPm89aa,20,sleep,1,lesula,0,NA
AmPm89aa,20,sleep,1,banyan,0,NA
AmPm89aa,20,sleep,1,baobab,0,NA
AmPm89aa,20,wake,1,blenny,0,NA
AmPm89aa,20,sleep,1,caracal,0,NA
AmPm89aa,20,sleep,1,deglupta,0,NA
AmPm89aa,20,wake,1,dingo,0,NA
AmPm89aa,20,wake,1,dorado,0,NA
AmPm89aa,20,sleep,1,drongo,0,NA
AmPm89aa,20,sleep,1,galah,0,NA
AmPm89aa,20,wake,2,blenny,0,NA
AmPm89aa,20,wake,1,lycaon,0,NA
AmPm89aa,20,sleep,1,mandrill,0,NA
AmPm89aa,20,wake,1,marmot,0,NA
AmPm89aa,20,sleep,1,oncilla,0,NA
AmPm89aa,20,wake,1,oranda,0,NA
AmPm89aa,20,wake,2,agouti,0,NA
AmPm89aa,20,sleep,2,banyan,0,NA
AmPm89aa,20,sleep,2,baobab,0,NA
AmPm89aa,20,wake,2,dingo,0,NA
AmPm89aa,20,sleep,2,hoopoe,0,NA
AmPm89aa,20,wake,2,komondor,1,1619.2
AmPm89aa,20,sleep,2,lesula,0,NA
AmPm89aa,20,wake,2,lycaon,0,NA
AmPm89aa,20,sleep,2,mandrill,0,NA
AmPm89aa,20,wake,2,marmot,0,NA
AmPm89aa,20,sleep,2,caracal,0,NA
AmPm89aa,20,sleep,2,deglupta,0,NA
AmPm89aa,20,wake,2,protea,0,NA
AmPm89aa,20,wake,2,dorado,0,NA
AmPm89aa,20,sleep,2,drongo,0,NA
AmPm89aa,20,sleep,2,galah,0,NA
AmPm89aa,20,sleep,2,gelada,0,NA
AmPm89aa,20,wake,2,zinnia,0,NA
AmPm89aa,20,sleep,2,serval,0,NA
AmPm89aa,20,sleep,2,oncilla,0,NA
AmPm89aa,20,wake,2,oranda,0,NA
AmPm89aa,20,wake,2,trillium,0,NA
AmPm89aa,20,wake,2,woylie,0,NA
AmPm7f5f,26,sleep,1,baobab,0,NA
AmPm7f5f,26,wake,1,blenny,0,NA
AmPm7f5f,26,wake,1,agouti,0,NA
AmPm7f5f,26,sleep,1,banyan,0,NA
AmPm7f5f,26,wake,1,dorado,0,NA
AmPm7f5f,26,wake,1,komondor,1,1176.7
AmPm7f5f,26,sleep,1,lesula,0,NA
AmPm7f5f,26,wake,1,lycaon,0,NA
AmPm7f5f,26,sleep,1,mandrill,0,NA
AmPm7f5f,26,wake,1,marmot,0,NA
AmPm7f5f,26,sleep,1,oncilla,0,NA
AmPm7f5f,26,sleep,1,caracal,0,NA
AmPm7f5f,26,sleep,1,deglupta,0,NA
AmPm7f5f,26,sleep,1,drongo,0,NA
AmPm7f5f,26,sleep,1,galah,0,NA
AmPm7f5f,26,sleep,1,gelada,0,NA
AmPm7f5f,26,sleep,1,hoopoe,1,1165
AmPm7f5f,26,wake,2,agouti,0,NA
AmPm7f5f,26,sleep,2,banyan,0,NA
AmPm7f5f,26,sleep,2,baobab,0,NA
AmPm7f5f,26,wake,2,blenny,0,NA
AmPm7f5f,26,sleep,2,caracal,0,NA
AmPm7f5f,26,sleep,2,deglupta,1,1241.5
AmPm7f5f,26,wake,2,dorado,0,NA
AmPm7f5f,26,sleep,2,drongo,0,NA
AmPm7f5f,26,sleep,2,galah,0,NA
AmPm7f5f,26,sleep,2,gelada,0,NA
AmPm7f5f,26,sleep,2,hoopoe,1,982.1
AmPm7f5f,26,wake,2,komondor,1,1017.9
AmPm7f5f,26,sleep,2,lesula,0,NA
AmPm7f5f,26,wake,2,lycaon,0,NA
AmPm7f5f,26,sleep,2,mandrill,0,NA
AmPm7f5f,26,wake,2,marmot,0,NA
AmPm7f5f,26,sleep,2,oncilla,0,NA
AmPm7f5f,26,wake,2,oranda,0,NA
AmPm7f5f,26,wake,2,protea,1,877
AmPm7f5f,26,sleep,2,serval,0,NA
AmPm7f5f,26,wake,2,trillium,0,NA
AmPm7f5f,26,wake,2,woylie,0,NA
AmPm7f5f,26,wake,2,zinnia,0,NA
AmPm7f5f,26,wake,1,oranda,0,NA
AmPm7f5f,26,wake,1,protea,1,1647.1
AmPm7f5f,26,sleep,1,serval,0,NA
AmPm7f5f,26,wake,1,trillium,0,NA
AmPm7f5f,26,wake,1,woylie,0,NA
AmPm7f5f,26,wake,1,zinnia,0,NA
AmPm5fb0,16,wake,1,dingo,0,NA
AmPm5fb0,16,wake,1,dorado,0,NA
AmPm5fb0,16,sleep,1,drongo,0,NA
AmPm5fb0,16,sleep,1,galah,0,NA
AmPm5fb0,16,sleep,1,gelada,0,NA
AmPm5fb0,16,sleep,1,hoopoe,0,NA
AmPm5fb0,16,wake,1,agouti,0,NA
AmPm5fb0,16,sleep,1,banyan,0,NA
AmPm5fb0,16,sleep,1,baobab,0,NA
AmPm5fb0,16,wake,1,blenny,0,NA
AmPm5fb0,16,sleep,1,caracal,0,NA
AmPm5fb0,16,sleep,1,deglupta,0,NA
AmPm5fb0,16,wake,1,protea,1,1621.2
AmPm5fb0,16,sleep,1,serval,0,NA
AmPm5fb0,16,wake,1,trillium,0,NA
AmPm5fb0,16,wake,1,woylie,0,NA
AmPm5fb0,16,wake,1,zinnia,0,NA
AmPm5fb0,16,wake,1,komondor,1,1583.9
AmPm5fb0,16,sleep,1,lesula,0,NA
AmPm5fb0,16,wake,1,lycaon,0,NA
AmPm5fb0,16,sleep,1,mandrill,1,NA
AmPm5fb0,16,wake,1,marmot,0,NA
AmPm5fb0,16,sleep,1,oncilla,0,NA
AmPm5fb0,16,wake,1,oranda,0,NA
AmPm5fb0,16,wake,2,agouti,0,NA
AmPm5fb0,16,sleep,2,banyan,0,NA
AmPm5fb0,16,sleep,2,baobab,0,NA
AmPm5fb0,16,wake,2,blenny,0,NA
AmPm5fb0,16,sleep,2,caracal,1,1636.9
AmPm5fb0,16,sleep,2,deglupta,0,NA
AmPm5fb0,16,wake,2,dingo,0,NA
AmPm5fb0,16,wake,2,dorado,0,NA
AmPm5fb0,16,sleep,2,drongo,0,NA
AmPm5fb0,16,sleep,2,galah,1,1583.3
AmPm5fb0,16,sleep,2,gelada,0,NA
AmPm5fb0,16,sleep,2,hoopoe,1,1051
AmPm5fb0,16,wake,2,komondor,1,2198.8
AmPm5fb0,16,sleep,2,lesula,1,3667.5
AmPm5fb0,16,wake,2,lycaon,0,NA
AmPm5fb0,16,sleep,2,mandrill,1,954.1
AmPm5fb0,16,wake,2,marmot,0,NA
AmPm5fb0,16,sleep,2,oncilla,1,1275.5
AmPm5fb0,16,wake,2,oranda,0,NA
AmPm5fb0,16,wake,2,protea,0,NA
AmPm5fb0,16,sleep,2,serval,0,NA
AmPm5fb0,16,wake,2,trillium,0,NA
AmPm5fb0,16,wake,2,woylie,0,NA
AmPm5fb0,16,wake,2,zinnia,0,NA
AmPm68ca,30,sleep,1,baobab,0,NA
AmPm68ca,30,wake,1,blenny,1,1581.6
AmPm68ca,30,wake,1,agouti,0,NA
AmPm68ca,30,sleep,1,banyan,0,NA
AmPm68ca,30,sleep,1,caracal,0,NA
AmPm68ca,30,sleep,1,deglupta,0,NA
AmPm68ca,30,wake,1,dingo,0,NA
AmPm68ca,30,wake,1,dorado,0,NA
AmPm68ca,30,sleep,1,drongo,0,NA
AmPm68ca,30,sleep,1,galah,0,NA
AmPm68ca,30,sleep,1,gelada,0,NA
AmPm68ca,30,sleep,1,hoopoe,1,966.6
AmPm68ca,30,wake,1,komondor,1,2371.5
AmPm68ca,30,sleep,1,lesula,0,NA
AmPm68ca,30,wake,1,lycaon,0,NA
AmPm68ca,30,sleep,1,mandrill,0,NA
AmPm68ca,30,wake,1,marmot,0,NA
AmPm68ca,30,sleep,1,oncilla,0,NA
AmPm68ca,30,wake,1,oranda,0,NA
AmPm68ca,30,wake,1,protea,0,NA
AmPm68ca,30,sleep,1,serval,0,NA
AmPm68ca,30,wake,1,trillium,0,NA
AmPm68ca,30,wake,1,woylie,0,NA
AmPm68ca,30,wake,1,zinnia,0,NA
AmPm68ca,30,wake,2,agouti,1,2693.9
AmPm68ca,30,sleep,2,banyan,0,NA
AmPm68ca,30,sleep,2,baobab,0,NA
AmPm68ca,30,wake,2,blenny,1,1034
AmPm68ca,30,sleep,2,caracal,0,NA
AmPm68ca,30,sleep,2,deglupta,0,NA
AmPm68ca,30,wake,2,dingo,0,NA
AmPm68ca,30,wake,2,dorado,0,NA
AmPm68ca,30,sleep,2,drongo,0,NA
AmPm68ca,30,sleep,2,galah,0,NA
AmPm68ca,30,sleep,2,gelada,0,NA
AmPm68ca,30,sleep,2,hoopoe,1,779.8
AmPm68ca,30,wake,2,komondor,1,847.2
AmPm68ca,30,sleep,2,lesula,0,NA
AmPm68ca,30,wake,2,lycaon,0,NA
AmPm68ca,30,sleep,2,mandrill,1,985.1
AmPm68ca,30,wake,2,marmot,1,1838.9
AmPm68ca,30,sleep,2,oncilla,0,NA
AmPm68ca,30,wake,2,oranda,0,NA
AmPm68ca,30,wake,2,protea,0,NA
AmPm68ca,30,sleep,2,serval,0,NA
AmPm68ca,30,wake,2,trillium,0,NA
AmPm68ca,30,wake,2,woylie,0,NA
AmPm68ca,30,wake,2,zinnia,0,NA
AmPm0a0c,34,sleep,2,agouti,0,NA
AmPm0a0c,34,wake,2,banyan,0,NA
AmPm0a0c,34,sleep,2,blenny,1,1357.1
AmPm0a0c,34,wake,2,caracal,0,NA
AmPm0a0c,34,wake,2,deglupta,0,NA
AmPm0a0c,34,sleep,2,dingo,1,985.5
AmPm0a0c,34,sleep,2,dorado,0,NA
AmPm0a0c,34,wake,2,drongo,0,NA
AmPm0a0c,34,wake,2,galah,0,NA
AmPm0a0c,34,wake,2,gelada,0,NA
AmPm0a0c,34,wake,2,hoopoe,1,1028.9
AmPm0a0c,34,sleep,2,komondor,1,1071.4
AmPm0a0c,34,wake,2,lesula,0,NA
AmPm0a0c,34,sleep,2,lycaon,0,NA
AmPm0a0c,34,wake,2,mandrill,1,950.5
AmPm0a0c,34,sleep,2,marmot,0,NA
AmPm0a0c,34,wake,2,oncilla,0,NA
AmPm0a0c,34,sleep,2,oranda,1,1178.6
AmPm0a0c,34,wake,2,serval,1,1128
AmPm0a0c,34,sleep,2,protea,0,NA
AmPm0a0c,34,sleep,1,agouti,0,NA
AmPm0a0c,34,wake,1,banyan,0,NA
AmPm0a0c,34,sleep,1,blenny,1,3656.5
AmPm0a0c,34,wake,1,caracal,1,2619
AmPm0a0c,34,wake,1,deglupta,0,NA
AmPm0a0c,34,sleep,1,dingo,1,864.9
AmPm0a0c,34,sleep,1,dorado,0,NA
AmPm0a0c,34,wake,1,drongo,0,NA
AmPm0a0c,34,wake,1,galah,0,NA
AmPm0a0c,34,wake,1,gelada,0,NA
AmPm0a0c,34,wake,1,hoopoe,1,785.1
AmPm0a0c,34,sleep,1,komondor,1,1098.2
AmPm0a0c,34,wake,1,lesula,0,NA
AmPm0a0c,34,sleep,1,lycaon,0,NA
AmPm0a0c,34,wake,1,mandrill,1,680.3
AmPm0a0c,34,sleep,1,marmot,0,NA
AmPm0a0c,34,wake,1,oncilla,1,1341.3
AmPm0a0c,34,sleep,1,oranda,0,NA
AmPm0a0c,34,sleep,1,protea,0,NA
AmPm0a0c,34,wake,1,serval,1,3763.5
AmPm0a0c,34,sleep,1,trillium,1,4625.9
AmPm0a0c,34,sleep,1,woylie,1,1343
AmPm0a0c,34,sleep,1,zinnia,0,NA
AmPm0a0c,34,sleep,2,trillium,0,NA
AmPm0a0c,34,sleep,2,woylie,1,1023.2
AmPm0a0c,34,sleep,2,zinnia,0,NA
AmPmc0a3,34,wake,1,oncilla,0,NA
AmPmc0a3,34,sleep,1,oranda,1,2670.5
AmPmc0a3,34,sleep,1,protea,0,NA
AmPmc0a3,34,sleep,1,zinnia,0,NA
AmPmc0a3,34,wake,2,deglupta,0,NA
AmPmc0a3,34,sleep,2,dingo,1,968.5
AmPmc0a3,34,sleep,2,dorado,0,NA
AmPmc0a3,34,wake,2,drongo,0,NA
AmPmc0a3,34,wake,2,galah,0,NA
AmPmc0a3,34,wake,2,gelada,0,NA
AmPmc0a3,34,wake,1,serval,0,NA
AmPmc0a3,34,sleep,1,trillium,0,NA
AmPmc0a3,34,sleep,1,woylie,1,1184.8
AmPmc0a3,34,sleep,1,agouti,0,NA
AmPmc0a3,34,wake,1,banyan,0,NA
AmPmc0a3,34,wake,1,baobab,0,NA
AmPmc0a3,34,sleep,1,blenny,0,NA
AmPmc0a3,34,wake,1,caracal,0,NA
AmPmc0a3,34,wake,1,deglupta,0,NA
AmPmc0a3,34,sleep,1,dingo,1,1063.8
AmPmc0a3,34,sleep,1,dorado,0,NA
AmPmc0a3,34,wake,1,drongo,0,NA
AmPmc0a3,34,wake,1,galah,0,NA
AmPmc0a3,34,wake,1,gelada,0,NA
AmPmc0a3,34,wake,1,hoopoe,0,NA
AmPmc0a3,34,sleep,1,komondor,1,1125.1
AmPmc0a3,34,wake,1,lesula,0,NA
AmPmc0a3,34,sleep,1,lycaon,0,NA
AmPmc0a3,34,wake,1,mandrill,0,NA
AmPmc0a3,34,sleep,1,marmot,0,NA
AmPmc0a3,34,sleep,2,agouti,0,NA
AmPmc0a3,34,wake,2,banyan,0,NA
AmPmc0a3,34,wake,2,baobab,0,NA
AmPmc0a3,34,sleep,2,blenny,1,1986.4
AmPmc0a3,34,wake,2,caracal,0,NA
AmPmc0a3,34,sleep,2,marmot,0,NA
AmPmc0a3,34,wake,2,oncilla,0,NA
AmPmc0a3,34,sleep,2,oranda,0,NA
AmPmc0a3,34,sleep,2,protea,1,1322.1
AmPmc0a3,34,wake,2,serval,0,NA
AmPmc0a3,34,sleep,2,trillium,1,938.8
AmPmc0a3,34,sleep,2,woylie,1,1507.9
AmPmc0a3,34,wake,2,mandrill,0,NA
AmPmc0a3,34,wake,2,hoopoe,0,NA
AmPmc0a3,34,sleep,2,komondor,1,969.4
AmPmc0a3,34,wake,2,lesula,0,NA
AmPmc0a3,34,sleep,2,zinnia,0,NA
AmPmc0a3,34,sleep,2,lycaon,1,1523.8
AmPm8693,34,sleep,1,agouti,0,NA
AmPm8693,34,wake,1,banyan,0,NA
AmPm8693,34,wake,1,baobab,1,875
AmPm8693,34,sleep,1,blenny,0,NA
AmPm8693,34,wake,1,caracal,0,NA
AmPm8693,34,wake,1,deglupta,0,NA
AmPm8693,34,sleep,1,dingo,1,3075.4
AmPm8693,34,sleep,1,dorado,0,NA
AmPm8693,34,wake,1,drongo,0,NA
AmPm8693,34,wake,1,galah,1,1605.7
AmPm8693,34,wake,1,gelada,0,NA
AmPm8693,34,wake,1,hoopoe,1,812.1
AmPm8693,34,sleep,1,komondor,0,NA
AmPm8693,34,wake,1,lesula,0,NA
AmPm8693,34,sleep,1,lycaon,0,NA
AmPm8693,34,wake,1,mandrill,1,1827.7
AmPm8693,34,sleep,1,marmot,0,NA
AmPm8693,34,wake,1,oncilla,0,NA
AmPm8693,34,sleep,1,oranda,0,NA
AmPm8693,34,sleep,1,protea,0,NA
AmPm8693,34,wake,1,serval,0,NA
AmPm8693,34,sleep,1,trillium,1,1343.7
AmPm8693,34,sleep,1,woylie,0,NA
AmPm8693,34,sleep,2,agouti,1,799.6
AmPm8693,34,wake,2,banyan,0,NA
AmPm8693,34,wake,2,baobab,1,986.4
AmPm8693,34,sleep,2,blenny,1,826.2
AmPm8693,34,wake,2,caracal,0,NA
AmPm8693,34,wake,2,deglupta,0,NA
AmPm8693,34,sleep,2,dingo,1,808.8
AmPm8693,34,sleep,2,dorado,0,NA
AmPm8693,34,wake,2,drongo,0,NA
AmPm8693,34,wake,2,galah,1,1649.4
AmPm8693,34,wake,2,gelada,0,NA
AmPm8693,34,wake,2,hoopoe,1,743.2
AmPm8693,34,sleep,2,komondor,1,823.1
AmPm8693,34,wake,2,lesula,0,NA
AmPm8693,34,sleep,2,lycaon,0,NA
AmPm8693,34,wake,2,mandrill,1,1154.2
AmPm8693,34,sleep,2,marmot,0,NA
AmPm8693,34,wake,2,oncilla,0,NA
AmPm8693,34,sleep,2,oranda,1,966
AmPm8693,34,sleep,2,protea,0,NA
AmPm8693,34,wake,2,serval,0,NA
AmPm8693,34,sleep,2,trillium,1,721.1
AmPm8693,34,sleep,2,woylie,1,1843.5
AmPm8693,34,sleep,2,zinnia,1,1717.8
AmPm8693,34,sleep,1,zinnia,0,NA
AmPmfda0,19,sleep,1,agouti,0,NA
AmPmfda0,19,wake,1,banyan,0,NA
AmPmfda0,19,wake,1,baobab,0,NA
AmPmfda0,19,sleep,1,blenny,0,NA
AmPmfda0,19,wake,1,caracal,0,NA
AmPmfda0,19,wake,1,deglupta,0,NA
AmPmfda0,19,sleep,1,dingo,0,NA
AmPmfda0,19,sleep,1,dorado,0,NA
AmPmfda0,19,wake,1,drongo,0,NA
AmPmfda0,19,wake,1,galah,0,NA
AmPmfda0,19,wake,1,gelada,0,NA
AmPmfda0,19,wake,1,hoopoe,0,NA
AmPmfda0,19,sleep,1,komondor,0,NA
AmPmfda0,19,wake,1,lesula,0,NA
AmPmfda0,19,sleep,1,lycaon,0,NA
AmPmfda0,19,wake,1,mandrill,0,NA
AmPmfda0,19,wake,1,oncilla,0,NA
AmPmfda0,19,sleep,1,oranda,1,NA
AmPmfda0,19,sleep,1,protea,0,NA
AmPmfda0,19,wake,1,serval,0,NA
AmPmfda0,19,sleep,1,trillium,0,NA
AmPmfda0,19,sleep,1,woylie,0,NA
AmPmfda0,19,sleep,1,zinnia,0,NA
AmPmfda0,19,wake,2,deglupta,0,NA
AmPmfda0,19,sleep,2,dingo,0,NA
AmPmfda0,19,sleep,2,dorado,0,NA
AmPmfda0,19,wake,2,drongo,0,NA
AmPmfda0,19,wake,2,galah,0,NA
AmPmfda0,19,wake,2,gelada,0,NA
AmPmfda0,19,wake,2,hoopoe,1,1487.8
AmPmfda0,19,sleep,2,komondor,1,879.8
AmPmfda0,19,wake,2,lesula,0,NA
AmPmfda0,19,sleep,2,lycaon,0,NA
AmPmfda0,19,wake,2,mandrill,0,NA
AmPmfda0,19,sleep,2,marmot,0,NA
AmPmfda0,19,wake,2,oncilla,0,NA
AmPmfda0,19,sleep,2,oranda,0,NA
AmPmfda0,19,sleep,2,protea,0,NA
AmPmfda0,19,wake,2,serval,0,NA
AmPmfda0,19,sleep,2,trillium,1,1060.1
AmPmfda0,19,sleep,2,woylie,0,NA
AmPmfda0,19,sleep,2,zinnia,0,NA
AmPmfda0,19,sleep,1,marmot,0,NA
AmPmfda0,19,sleep,2,agouti,0,NA
AmPmfda0,19,wake,2,banyan,0,NA
AmPmfda0,19,wake,2,baobab,0,NA
AmPmfda0,19,sleep,2,blenny,0,NA
AmPmfda0,19,wake,2,caracal,0,NA
AmPme381,16,sleep,1,lesula,0,NA
AmPme381,16,sleep,1,mandrill,1,1746.7
AmPme381,16,sleep,1,oncilla,0,NA
AmPme381,16,sleep,1,serval,0,NA
AmPme381,16,sleep,1,deglupta,0,NA
AmPme381,16,sleep,1,drongo,0,NA
AmPme381,16,sleep,1,galah,0,NA
AmPme381,16,sleep,1,gelada,0,NA
AmPme381,16,sleep,1,hoopoe,0,NA
AmPme381,16,sleep,1,banyan,0,NA
AmPme381,16,sleep,1,baobab,0,NA
AmPme381,16,sleep,1,caracal,0,NA
AmPme381,16,wake,2,woylie,0,NA
AmPme381,16,wake,2,zinnia,0,NA
AmPme381,16,sleep,2,gelada,0,NA
AmPme381,16,sleep,2,hoopoe,0,NA
AmPme381,16,wake,2,komondor,0,NA
AmPme381,16,sleep,2,lesula,0,NA
AmPme381,16,wake,2,blenny,0,NA
AmPme381,16,sleep,2,caracal,0,NA
AmPme381,16,sleep,2,deglupta,0,NA
AmPme381,16,wake,2,dingo,1,5376.6
AmPme381,16,wake,2,dorado,0,NA
AmPme381,16,sleep,2,drongo,0,NA
AmPme381,16,sleep,2,galah,0,NA
AmPme381,16,wake,2,lycaon,0,NA
AmPme381,16,sleep,2,mandrill,1,1109.7
AmPme381,16,wake,2,marmot,0,NA
AmPme381,16,sleep,2,oncilla,0,NA
AmPme381,16,wake,2,oranda,0,NA
AmPme381,16,wake,2,protea,0,NA
AmPme381,16,sleep,2,serval,0,NA
AmPme381,16,wake,2,trillium,1,1381.4
AmPme381,16,wake,2,agouti,0,NA
AmPme381,16,sleep,2,banyan,0,NA
AmPme381,16,sleep,2,baobab,0,NA
AmPm6d4c,20,sleep,2,serval,1,1149.7
AmPm6d4c,20,sleep,2,oncilla,0,NA
AmPm6d4c,20,wake,2,oranda,0,NA
AmPm6d4c,20,wake,2,protea,0,NA
AmPm6d4c,20,wake,2,zinnia,0,NA
AmPm6d4c,20,sleep,2,mandrill,0,NA
AmPm6d4c,20,wake,2,marmot,0,NA
AmPm6d4c,20,sleep,1,serval,0,NA
AmPm6d4c,20,wake,1,trillium,1,2365.9
AmPm6d4c,20,wake,1,woylie,0,NA
AmPm6d4c,20,wake,1,zinnia,0,NA
AmPm6d4c,20,wake,2,trillium,0,NA
AmPm6d4c,20,wake,2,woylie,0,NA
AmPm6d4c,20,wake,1,agouti,0,NA
AmPm6d4c,20,sleep,1,banyan,0,NA
AmPm6d4c,20,sleep,1,baobab,1,NA
AmPm6d4c,20,wake,1,blenny,0,NA
AmPm6d4c,20,sleep,1,caracal,0,NA
AmPm6d4c,20,sleep,1,deglupta,0,NA
AmPm6d4c,20,wake,1,dingo,0,NA
AmPm6d4c,20,wake,1,dorado,0,NA
AmPm6d4c,20,sleep,1,drongo,0,NA
AmPm6d4c,20,sleep,1,galah,1,1506.8
AmPm6d4c,20,sleep,1,gelada,0,NA
AmPm6d4c,20,sleep,1,hoopoe,0,NA
AmPm6d4c,20,wake,1,komondor,1,1377.6
AmPm6d4c,20,sleep,1,lesula,0,NA
AmPm6d4c,20,wake,1,lycaon,0,NA
AmPm6d4c,20,sleep,1,mandrill,0,NA
AmPm6d4c,20,wake,1,marmot,0,NA
AmPm6d4c,20,sleep,1,oncilla,0,NA
AmPm6d4c,20,wake,1,oranda,0,NA
AmPm6d4c,20,wake,1,protea,0,NA
AmPm6d4c,20,wake,2,agouti,0,NA
AmPm6d4c,20,sleep,2,banyan,0,NA
AmPm6d4c,20,sleep,2,baobab,1,NA
AmPm6d4c,20,wake,2,blenny,1,5387.8
AmPm6d4c,20,sleep,2,caracal,0,NA
AmPm6d4c,20,sleep,2,deglupta,1,1106.9
AmPm6d4c,20,wake,2,dingo,0,NA
AmPm6d4c,20,wake,2,dorado,0,NA
AmPm6d4c,20,sleep,2,drongo,0,NA
AmPm6d4c,20,sleep,2,galah,0,NA
AmPm6d4c,20,sleep,2,gelada,0,NA
AmPm6d4c,20,sleep,2,hoopoe,0,NA
AmPm6d4c,20,wake,2,komondor,1,1320.9
AmPm6d4c,20,sleep,2,lesula,0,NA
AmPm6d4c,20,wake,2,lycaon,0,NA
