org,year,survey,target,cluster_id,edu,age,female,black,weight
cbsnyt,7,9158,0,47,4,2,1,1,809
cbsnyt,7,9158,1,47,2,3,0,0,1049
cbsnyt,7,9158,0,5,3,2,0,0,421
cbsnyt,7,9158,1,44,3,3,1,0,676
cbsnyt,7,9158,1,19,3,4,1,0,1063
cbsnyt,7,9158,0,18,1,3,1,0,2111
cbsnyt,7,9158,0,36,2,3,1,0,842
cbsnyt,7,9158,1,36,2,3,1,0,842
cbsnyt,7,9158,NA,4,1,4,1,0,2083
cbsnyt,7,9158,0,18,2,1,0,0,698
cbsnyt,7,9158,0,36,4,2,1,0,558
cbsnyt,7,9158,0,10,1,4,1,0,3125
cbsnyt,7,9158,1,17,4,2,0,0,707
cbsnyt,7,9158,1,39,2,3,1,0,843
cbsnyt,7,9158,0,39,3,2,1,1,223
cbsnyt,7,9158,1,11,2,2,0,0,1003
cbsnyt,7,9158,NA,23,1,4,1,0,1060
cbsnyt,7,9158,NA,10,3,3,1,0,676
cbsnyt,7,9158,NA,14,3,1,1,0,922
cbsnyt,7,9158,NA,23,2,1,0,0,710
cbsnyt,7,9158,NA,21,1,4,1,0,3125
cbsnyt,7,9158,NA,50,1,2,0,0,3500
cbsnyt,7,9158,NA,33,2,1,1,1,827
cbsnyt,7,9158,NA,3,2,1,1,0,1843
cbsnyt,7,9158,NA,5,2,1,0,0,1558
cbsnyt,7,9158,NA,34,1,3,0,0,2678
cbsnyt,7,9158,NA,43,1,4,1,0,2083
cbsnyt,7,9158,NA,36,2,1,1,0,1120
cbsnyt,7,9158,NA,15,4,2,0,0,707
cbsnyt,7,9158,NA,36,2,2,1,0,804
cbsnyt,7,9158,NA,15,2,1,0,0,1420
cbsnyt,7,9158,NA,33,2,3,0,0,1069
cbsnyt,7,9158,NA,34,3,2,0,0,377
cbsnyt,7,9158,NA,1,1,4,1,0,2083
cbsnyt,7,9158,NA,21,2,2,0,0,501
cbsnyt,7,9158,NA,31,4,1,0,0,842
cbsnyt,7,9158,NA,24,2,2,1,0,804
cbsnyt,7,9158,NA,3,1,3,1,0,1178
cbsnyt,7,9158,NA,39,2,1,1,0,560
cbsnyt,7,9158,NA,36,1,4,1,1,1564
cbsnyt,7,9158,NA,38,1,1,1,0,1229
cbsnyt,7,9158,NA,14,2,2,0,0,510
cbsnyt,7,9158,NA,24,2,2,0,0,1020
cbsnyt,7,9158,NA,32,2,3,1,0,924
cbsnyt,7,9158,NA,33,3,4,1,0,361
cbsnyt,7,9158,NA,33,2,4,1,1,661
cbsnyt,7,9158,NA,40,2,1,1,1,1654
cbsnyt,7,9158,NA,10,2,2,1,0,1186
cbsnyt,7,9158,NA,33,2,4,1,0,403
cbsnyt,7,9158,NA,14,3,1,1,0,922
cbsnyt,7,9158,NA,36,4,3,0,0,883
cbsnyt,7,9158,NA,39,2,3,1,0,1264
cbsnyt,7,9158,NA,5,3,2,1,0,664
cbsnyt,7,9158,1,48,2,2,0,0,1119
cbsnyt,7,9158,0,48,3,2,1,0,332
cbsnyt,7,9158,1,13,4,2,0,0,1164
cbsnyt,7,9158,0,5,4,2,1,0,918
cbsnyt,7,9158,0,23,2,1,1,0,1120
cbsnyt,7,9158,0,36,3,3,0,0,436
cbsnyt,7,9158,1,10,4,4,0,0,1580
cbsnyt,7,9158,1,33,2,4,0,0,1137
cbsnyt,7,9158,1,50,2,1,1,0,1120
cbsnyt,7,9158,1,43,4,2,0,0,695
cbsnyt,7,9158,0,23,2,3,1,0,842
cbsnyt,7,9158,0,36,2,3,1,0,421
cbsnyt,7,9158,1,11,4,2,0,0,695
cbsnyt,7,9158,0,50,4,2,1,1,411
cbsnyt,7,9158,0,24,2,2,0,0,510
cbsnyt,7,9158,0,22,4,1,0,0,842
cbsnyt,7,9158,1,14,4,2,1,0,558
cbsnyt,7,9158,0,17,2,4,1,0,448
cbsnyt,7,9158,0,33,4,2,1,0,279
cbsnyt,7,9158,0,15,1,1,0,0,1420
cbsnyt,7,9158,NA,33,4,2,0,0,708
cbsnyt,7,9158,NA,37,2,1,0,0,1396
cbsnyt,7,9158,0,35,2,2,0,0,1020
cbsnyt,7,9158,0,19,4,2,0,0,695
cbsnyt,7,9158,0,33,3,1,1,0,462
cbsnyt,7,9158,0,5,2,1,0,0,2337
cbsnyt,7,9158,0,50,3,1,1,0,461
cbsnyt,7,9158,1,5,3,1,0,0,962
cbsnyt,7,9158,0,10,2,3,1,0,827
cbsnyt,7,9158,0,14,2,2,1,0,804
cbsnyt,7,9158,0,26,2,1,1,1,1652
cbsnyt,7,9158,1,36,3,2,0,0,384
cbsnyt,7,9158,1,14,4,4,1,0,317
cbsnyt,7,9158,0,49,4,1,1,0,652
cbsnyt,7,9158,NA,47,2,2,1,0,790
cbsnyt,7,9158,1,31,2,1,1,0,1681
cbsnyt,7,9158,1,39,2,3,1,0,843
cbsnyt,7,9158,1,44,3,2,1,0,595
cbsnyt,7,9158,1,21,4,3,0,0,868
cbsnyt,7,9158,1,10,4,4,1,0,623
cbsnyt,7,9158,1,1,2,2,0,0,1003
cbsnyt,7,9158,1,10,2,1,0,0,698
cbsnyt,7,9158,1,47,4,3,1,0,513
cbsnyt,7,9158,1,10,2,4,0,0,1116
cbsnyt,7,9158,1,43,1,2,1,0,1808
cbsnyt,7,9158,0,11,2,2,1,1,1750
cbsnyt,7,9158,1,10,4,2,1,0,274
cbsnyt,7,9158,1,1,1,4,0,0,1321
cbsnyt,7,9158,1,33,2,2,1,0,1208
cbsnyt,7,9158,1,10,2,4,1,0,1320
cbsnyt,7,9158,0,21,1,4,1,0,1042
cbsnyt,7,9158,1,1,1,3,1,0,2111
cbsnyt,7,9158,0,44,2,3,0,0,1049
cbsnyt,7,9158,0,21,4,2,0,0,1043
cbsnyt,7,9158,1,47,4,4,1,0,623
cbsnyt,7,9158,NA,25,1,4,1,0,2083
cbsnyt,7,9158,0,34,1,3,1,1,1558
cbsnyt,7,9158,0,33,4,1,0,0,842
cbsnyt,7,9158,1,47,2,3,1,0,827
cbsnyt,7,9158,1,39,4,2,0,0,708
cbsnyt,7,9158,1,18,1,2,1,0,2712
cbsnyt,7,9158,1,47,3,4,1,0,354
cbsnyt,7,9158,1,44,4,2,0,0,348
cbsnyt,7,9158,0,41,4,2,0,0,695
cbsnyt,7,9158,1,47,4,3,1,0,1027
cbsnyt,7,9158,0,26,2,4,0,0,568
cbsnyt,7,9158,1,10,4,1,1,0,652
cbsnyt,7,9158,1,44,3,2,1,0,595
cbsnyt,7,9158,1,10,3,4,1,0,354
cbsnyt,7,9158,1,43,2,3,0,0,1049
cbsnyt,7,9158,1,49,2,1,0,0,698
cbsnyt,7,9158,1,47,3,1,0,0,1150
cbsnyt,7,9158,1,41,2,2,1,0,790
cbsnyt,7,9158,0,18,4,3,1,0,1027
cbsnyt,7,9158,0,10,2,3,1,0,827
cbsnyt,7,9158,1,42,4,1,1,0,663
cbsnyt,7,9158,0,22,1,4,0,0,1346
cbsnyt,7,9158,1,47,4,4,1,0,548
cbsnyt,7,9158,0,21,2,3,1,1,1831
cbsnyt,7,9158,1,7,3,3,1,0,1033
cbsnyt,7,9158,1,41,1,3,1,1,1558
cbsnyt,7,9158,1,10,2,2,0,0,1003
cbsnyt,7,9158,1,21,2,4,1,0,880
cbsnyt,7,9158,1,31,4,2,1,0,558
cbsnyt,7,9158,0,11,3,3,0,0,858
cbsnyt,7,9158,1,17,4,3,1,0,696
cbsnyt,7,9158,1,34,1,1,0,0,698
cbsnyt,7,9158,1,11,3,2,1,0,1487
cbsnyt,7,9158,0,44,2,2,1,1,292
cbsnyt,7,9158,0,41,4,2,0,1,1107
cbsnyt,7,9158,0,21,1,4,0,1,2104
cbsnyt,7,9158,1,26,2,2,1,0,804
cbsnyt,7,9158,1,33,3,1,1,0,923
cbsnyt,7,9158,1,31,2,2,1,0,1610
cbsnyt,7,9158,0,33,4,2,1,0,279
cbsnyt,7,9158,0,4,1,4,0,0,2642
cbsnyt,7,9158,0,33,4,2,1,0,558
cbsnyt,7,9158,NA,31,2,4,0,0,568
cbsnyt,7,9158,1,50,1,2,0,0,4666
cbsnyt,7,9158,0,31,4,1,1,0,664
cbsnyt,7,9158,0,16,3,2,1,0,605
cbsnyt,7,9158,1,10,4,2,0,0,695
cbsnyt,7,9158,1,48,2,3,0,0,586
cbsnyt,7,9158,1,33,4,2,0,0,354
cbsnyt,7,9158,1,31,4,2,1,0,279
cbsnyt,7,9158,0,33,3,2,0,0,768
cbsnyt,7,9158,0,25,4,1,1,0,652
cbsnyt,7,9158,0,4,3,3,0,0,858
cbsnyt,7,9158,0,33,1,3,0,1,4343
cbsnyt,7,9158,0,24,2,3,0,0,1068
cbsnyt,7,9158,0,36,2,3,1,0,2104
cbsnyt,7,9158,1,47,4,2,0,0,695
cbsnyt,7,9158,1,7,4,1,1,0,664
cbsnyt,7,9158,1,33,2,1,1,0,1121
cbsnyt,7,9158,1,33,3,4,1,0,361
cbsnyt,7,9158,1,10,2,1,0,0,1396
cbsnyt,7,9158,1,50,3,3,1,0,688
cbsnyt,7,9158,1,49,1,3,0,0,2678
cbsnyt,7,9158,1,37,1,1,0,0,2094
cbsnyt,7,9158,0,33,2,4,0,0,1137
cbsnyt,7,9158,0,39,2,3,1,0,1264
cbsnyt,7,9158,0,47,1,4,1,1,1537
cbsnyt,7,9158,1,33,2,4,1,0,896
cbsnyt,7,9158,0,33,2,4,0,0,1137
cbsnyt,7,9158,0,44,1,2,1,0,1808
cbsnyt,7,9158,0,5,3,2,1,0,664
cbsnyt,7,9158,0,36,1,3,1,0,2148
cbsnyt,7,9158,1,39,4,2,0,0,708
cbsnyt,7,9158,0,44,4,2,1,0,822
cbsnyt,7,9158,1,24,3,4,0,0,914
cbsnyt,7,9158,1,10,4,3,1,0,342
cbsnyt,7,9158,1,41,3,4,1,0,354
cbsnyt,7,9158,1,33,2,1,1,0,1121
cbsnyt,7,9158,1,33,2,1,1,0,1681
cbsnyt,7,9158,0,21,3,2,1,0,297
cbsnyt,7,9158,1,33,2,2,1,0,805
cbsnyt,7,9158,1,50,3,2,0,0,384
cbsnyt,7,9158,1,36,2,3,1,0,842
cbsnyt,7,9158,1,33,4,4,0,0,1207
cbsnyt,7,9158,1,16,1,1,1,0,1120
cbsnyt,7,9158,1,39,1,2,1,0,921
cbsnyt,7,9158,1,47,4,2,0,0,695
cbsnyt,7,9158,0,44,4,3,1,0,684
cbsnyt,7,9158,1,22,4,1,0,0,1262
cbsnyt,7,9158,0,26,2,2,0,0,2040
cbsnyt,7,9158,0,22,4,2,1,0,279
cbsnyt,7,9158,0,10,2,4,1,0,880
cbsnyt,7,9158,0,49,2,3,1,0,827
cbsnyt,7,9158,0,50,4,2,1,0,558
cbsnyt,7,9158,0,35,4,2,0,0,707
cbsnyt,7,9158,1,22,2,2,0,0,1021
cbsnyt,7,9158,1,11,2,4,1,0,1320
cbsnyt,7,9158,NA,33,2,2,0,1,2439
cbsnyt,7,9158,1,36,2,2,0,0,510
cbsnyt,7,9158,1,31,2,3,1,0,421
cbsnyt,7,9158,1,1,3,1,1,0,1813
cbsnyt,7,9158,1,36,2,1,1,0,560
cbsnyt,7,9158,NA,21,2,4,0,0,1116
cbsnyt,7,9158,NA,33,2,1,1,0,1121
cbsnyt,7,9158,0,36,1,4,1,0,2119
cbsnyt,7,9158,0,24,1,1,1,1,1652
cbsnyt,7,9158,0,50,2,1,1,0,1120
cbsnyt,7,9158,0,31,2,1,1,1,3308
cbsnyt,7,9158,0,10,1,1,1,0,550
cbsnyt,7,9158,0,31,2,3,1,1,3108
cbsnyt,7,9158,1,14,4,4,1,0,317
cbsnyt,7,9158,1,23,2,3,1,0,1263
cbsnyt,7,9158,1,28,4,2,1,0,1394
cbsnyt,7,9158,0,22,4,2,1,0,558
cbsnyt,7,9158,1,22,3,3,1,0,689
cbsnyt,7,9158,0,23,3,2,1,0,605
cbsnyt,7,9158,1,23,2,1,0,0,710
cbsnyt,7,9158,0,14,4,4,1,0,317
cbsnyt,7,9158,0,28,4,2,0,0,707
cbsnyt,7,9158,0,44,2,1,1,0,1651
cbsnyt,7,9158,1,7,2,3,1,0,1264
cbsnyt,7,9158,0,33,2,2,1,0,805
cbsnyt,7,9158,1,37,2,1,1,0,1101
cbsnyt,7,9158,1,15,3,1,1,0,461
cbsnyt,7,9158,0,36,1,4,1,0,1060
cbsnyt,7,9158,1,19,2,3,1,0,827
cbsnyt,7,9158,1,16,4,1,1,0,331
cbsnyt,7,9158,1,33,1,2,0,0,1752
cbsnyt,7,9158,0,5,3,3,1,0,755
cbsnyt,7,9158,1,5,3,4,0,0,502
cbsnyt,7,9158,1,48,2,1,1,0,1229
cbsnyt,7,9158,1,36,1,3,0,0,2724
cbsnyt,7,9158,1,5,1,4,0,0,2950
cbsnyt,7,9158,1,41,2,3,1,1,2442
cbsnyt,7,9158,1,23,2,4,1,0,895
cbsnyt,7,9158,1,45,2,3,1,0,924
cbsnyt,7,9158,0,44,2,2,0,0,501
cbsnyt,7,9158,1,36,4,3,0,0,883
cbsnyt,7,9158,1,3,2,4,1,0,983
cbsnyt,7,9158,1,5,3,2,1,0,332
cbsnyt,7,9158,1,5,2,3,1,0,462
cbsnyt,7,9158,1,3,3,4,1,0,791
cbsnyt,7,9158,0,32,4,2,0,0,388
cbsnyt,7,9158,0,14,4,1,0,1,1004
cbsnyt,7,9158,NA,15,2,1,0,0,1420
cbsnyt,7,9158,1,1,4,1,1,0,652
cbsnyt,7,9158,1,45,4,2,1,0,306
cbsnyt,7,9158,1,50,3,4,0,0,914
cbsnyt,7,9158,1,26,2,1,0,0,4260
cbsnyt,7,9158,1,47,3,4,1,0,709
cbsnyt,7,9158,0,9,3,2,1,1,439
cbsnyt,7,9158,0,5,2,1,1,0,614
cbsnyt,7,9158,0,33,4,1,0,0,421
cbsnyt,7,9158,0,44,2,2,1,0,790
cbsnyt,7,9158,0,3,2,1,0,0,1558
cbsnyt,7,9158,0,23,3,3,1,0,344
cbsnyt,7,9158,1,28,3,1,1,0,922
cbsnyt,7,9158,0,26,2,3,1,1,1242
cbsnyt,7,9158,0,3,4,3,1,0,764
cbsnyt,7,9158,0,5,4,2,0,0,388
cbsnyt,7,9158,1,47,3,2,0,0,755
cbsnyt,7,9158,1,24,2,2,1,0,804
cbsnyt,7,9158,1,23,1,1,1,0,1679
cbsnyt,7,9158,1,5,4,2,1,0,612
cbsnyt,7,9158,1,5,4,1,1,0,546
cbsnyt,7,9158,1,16,3,3,1,0,688
cbsnyt,7,9158,1,48,4,4,1,0,348
cbsnyt,7,9158,1,36,4,2,0,0,707
cbsnyt,7,9158,1,39,4,2,1,0,558
cbsnyt,7,9158,0,48,2,2,0,0,560
cbsnyt,7,9158,0,10,4,1,1,0,652
cbsnyt,7,9158,1,33,1,3,0,0,2727
cbsnyt,7,9158,0,10,3,4,1,0,354
cbsnyt,7,9158,1,10,2,1,1,0,275
cbsnyt,7,9158,1,23,2,1,1,0,1120
cbsnyt,7,9158,1,1,2,2,1,0,395
cbsnyt,7,9158,1,27,3,2,0,0,842
cbsnyt,7,9158,0,15,2,3,0,0,1068
cbsnyt,7,9158,1,23,2,3,0,0,1068
cbsnyt,7,9158,0,36,4,1,1,1,489
cbsnyt,7,9158,1,15,2,2,1,0,804
cbsnyt,7,9158,0,6,4,2,0,0,388
cbsnyt,7,9158,0,5,1,1,0,0,779
cbsnyt,7,9158,0,39,1,4,0,0,1346
cbsnyt,7,9158,NA,10,2,4,0,0,1116
cbsnyt,7,9158,1,33,2,3,1,0,2528
cbsnyt,7,9158,1,45,4,1,0,0,923
cbsnyt,7,9158,1,5,4,2,0,0,776
cbsnyt,7,9158,1,5,2,2,0,0,1119
cbsnyt,7,9158,1,6,2,1,0,0,2337
cbsnyt,7,9158,0,14,3,3,1,0,344
cbsnyt,7,9158,0,50,2,2,0,0,510
cbsnyt,7,9158,0,36,3,2,0,0,768
cbsnyt,7,9158,0,5,2,3,1,0,693
cbsnyt,7,9158,1,33,4,1,1,0,332
cbsnyt,7,9158,1,25,4,3,1,0,342
cbsnyt,7,9158,1,5,4,1,0,0,923
cbsnyt,7,9158,0,6,2,3,1,0,924
cbsnyt,7,9158,1,8,2,3,0,0,1049
cbsnyt,7,9158,1,43,3,3,1,0,338
cbsnyt,7,9158,0,31,2,1,0,0,2132
cbsnyt,7,9158,0,22,4,2,0,0,354
cbsnyt,7,9158,1,33,3,3,1,0,689
cbsnyt,7,9158,0,24,3,2,0,0,384
cbsnyt,7,9158,0,21,4,2,1,1,809
cbsnyt,7,9158,0,5,4,4,0,0,1323
cbsnyt,7,9158,0,41,1,4,1,0,1042
cbsnyt,7,9158,0,48,2,2,0,0,560
cbsnyt,7,9158,1,10,4,3,0,0,1302
cbsnyt,7,9158,0,5,3,2,1,0,332
cbsnyt,7,9158,1,49,2,2,0,0,1003
cbsnyt,7,9158,1,5,3,1,1,0,2529
cbsnyt,7,9158,1,44,1,3,1,0,2111
cbsnyt,7,9158,1,5,2,1,1,1,1813
cbsnyt,7,9158,1,44,3,1,1,0,1360
cbsnyt,7,9158,1,11,4,1,1,0,652
cbsnyt,7,9158,1,39,2,4,1,0,1345
cbsnyt,7,9158,0,33,3,1,0,0,1171
cbsnyt,7,9158,0,15,1,1,1,0,2239
cbsnyt,7,9158,0,24,3,1,1,0,461
cbsnyt,7,9158,1,24,4,2,0,0,707
cbsnyt,7,9158,1,20,2,1,0,0,1422
cbsnyt,7,9158,0,44,4,3,1,0,1027
cbsnyt,7,9158,0,33,1,4,0,0,2691
cbsnyt,7,9158,0,32,1,2,1,0,2019
cbsnyt,7,9158,1,5,1,1,0,0,1558
cbsnyt,7,9158,1,33,2,1,0,0,2132
cbsnyt,7,9158,1,44,4,2,0,0,348
cbsnyt,7,9158,0,23,2,3,1,0,842
cbsnyt,7,9158,0,33,4,2,1,0,279
cbsnyt,7,9158,1,38,4,4,1,0,695
cbsnyt,7,9158,1,5,4,3,0,0,969
cbsnyt,7,9158,0,17,2,2,1,0,402
cbsnyt,7,9158,1,19,2,2,1,0,790
cbsnyt,7,9158,1,34,1,2,1,0,1808
cbsnyt,7,9158,1,16,2,4,0,0,568
cbsnyt,7,9158,0,1,4,3,1,0,684
cbsnyt,7,9158,0,37,2,2,1,0,395
cbsnyt,7,9158,0,39,3,1,1,0,923
cbsnyt,7,9158,1,31,4,3,0,0,442
cbsnyt,7,9158,0,16,3,3,0,0,436
cbsnyt,7,9158,0,36,1,2,1,0,2759
cbsnyt,7,9158,1,39,4,2,0,0,708
cbsnyt,7,9158,0,19,2,2,1,1,1166
cbsnyt,7,9158,0,18,2,1,0,0,1396
cbsnyt,7,9158,1,41,4,4,1,0,311
cbsnyt,7,9158,0,39,4,1,0,0,421
cbsnyt,7,9158,0,23,2,2,1,0,402
cbsnyt,7,9158,0,7,4,2,1,0,558
cbsnyt,7,9158,0,48,2,1,1,0,1229
cbsnyt,7,9158,1,34,3,2,0,0,755
cbsnyt,7,9158,0,33,4,3,1,0,1045
cbsnyt,7,9158,1,4,2,2,0,0,1003
cbsnyt,7,9158,1,7,4,1,1,0,664
cbsnyt,7,9158,1,33,4,2,0,0,354
cbsnyt,7,9158,1,14,2,2,1,0,402
cbsnyt,7,9158,0,10,3,2,1,0,595
cbsnyt,7,9158,NA,23,2,1,1,0,560
cbsnyt,7,9158,1,44,4,4,1,0,623
cbsnyt,7,9158,1,48,3,4,1,0,396
cbsnyt,7,9158,0,14,4,3,0,0,442
cbsnyt,7,9158,1,5,4,2,1,0,612
cbsnyt,7,9158,0,13,2,2,1,0,441
cbsnyt,7,9158,1,43,4,3,0,0,868
cbsnyt,7,9158,1,39,2,4,0,0,1137
cbsnyt,7,9158,0,32,2,3,1,0,924
cbsnyt,7,9158,1,47,3,1,1,0,906
cbsnyt,7,9158,1,36,2,2,0,0,510
cbsnyt,7,9158,0,33,4,1,0,0,421
cbsnyt,7,9158,1,30,2,2,1,0,805
cbsnyt,7,9158,1,18,3,1,0,0,2299
cbsnyt,7,9158,1,33,2,1,0,0,2843
cbsnyt,7,9158,1,26,3,3,0,0,872
cbsnyt,7,9158,1,5,2,1,1,0,1229
cbsnyt,7,9158,0,5,4,2,1,1,451
cbsnyt,7,9158,0,22,3,4,1,0,722
cbsnyt,7,9158,0,20,4,1,1,0,664
cbsnyt,7,9158,1,23,4,2,0,0,707
cbsnyt,7,9158,0,14,3,2,0,0,768
cbsnyt,7,9158,1,14,2,2,1,0,804
cbsnyt,7,9158,0,47,4,1,0,0,826
cbsnyt,7,9158,0,36,2,1,1,0,1120
cbsnyt,7,9158,1,36,3,2,1,0,605
cbsnyt,7,9158,1,25,4,2,1,0,548
cbsnyt,7,9158,1,44,1,4,0,0,1321
cbsnyt,7,9158,0,14,2,4,1,0,1343
cbsnyt,7,9158,0,39,2,1,1,0,1121
cbsnyt,7,9158,0,33,4,1,1,0,664
cbsnyt,7,9158,0,38,2,2,1,0,882
cbsnyt,7,9158,0,16,1,3,1,0,2148
cbsnyt,7,9158,0,48,3,3,0,0,479
cbsnyt,7,9158,1,50,2,1,1,0,560
cbsnyt,7,9158,1,39,2,3,1,0,421
cbsnyt,7,9158,0,33,2,2,1,0,805
cbsnyt,7,9158,0,50,2,2,1,0,804
cbsnyt,7,9158,1,34,2,3,0,0,1049
cbsnyt,7,9158,1,23,3,2,1,0,605
cbsnyt,7,9158,1,26,2,1,0,0,710
cbsnyt,7,9158,0,6,4,1,1,0,727
cbsnyt,7,9158,1,15,3,1,0,0,1169
cbsnyt,7,9158,0,14,4,3,0,0,442
cbsnyt,7,9158,0,31,4,2,1,0,558
cbsnyt,7,9158,0,10,3,3,1,0,676
cbsnyt,7,9158,1,11,2,3,1,0,827
cbsnyt,7,9158,0,36,3,2,1,0,605
cbsnyt,7,9158,0,33,4,4,1,0,317
cbsnyt,7,9158,0,26,2,3,1,0,842
cbsnyt,7,9158,0,36,1,4,0,1,8562
cbsnyt,7,9158,1,5,3,2,1,0,996
cbsnyt,7,9158,1,10,2,2,1,0,790
cbsnyt,7,9158,1,3,4,3,1,0,764
cbsnyt,7,9158,0,42,2,2,1,0,804
cbsnyt,7,9158,0,10,2,3,0,1,836
cbsnyt,7,9158,1,15,4,2,1,0,558
cbsnyt,7,9158,1,41,4,3,0,0,434
cbsnyt,7,9158,1,28,2,4,1,0,895
cbsnyt,7,9158,0,22,4,2,0,0,708
cbsnyt,7,9158,1,3,2,3,0,0,1171
cbsnyt,7,9158,1,36,4,3,1,0,696
cbsnyt,7,9158,1,21,2,1,1,0,1101
cbsnyt,7,9158,1,43,2,3,0,0,1049
cbsnyt,7,9158,1,39,2,2,1,0,1208
cbsnyt,7,9158,0,8,3,3,1,0,676
cbsnyt,7,9158,1,5,2,2,1,0,441
cbsnyt,7,9158,0,16,2,1,1,0,560
cbsnyt,7,9158,0,24,2,3,0,0,1068
cbsnyt,7,9158,0,34,3,1,1,0,906
cbsnyt,7,9158,0,36,2,1,1,0,1120
cbsnyt,7,9158,0,10,2,4,1,0,880
cbsnyt,7,9158,0,24,4,2,1,0,279
cbsnyt,7,9158,1,48,4,1,1,0,727
cbsnyt,7,9158,0,5,4,2,1,0,612
cbsnyt,7,9158,0,24,2,1,1,0,1120
cbsnyt,7,9158,0,6,2,1,1,0,1843
cbsnyt,7,9158,1,33,1,2,1,0,921
cbsnyt,7,9158,0,10,4,2,0,0,695
cbsnyt,7,9158,1,3,4,4,0,0,441
cbsnyt,7,9158,0,5,4,2,0,0,1552
cbsnyt,7,9158,1,35,3,2,0,0,384
cbsnyt,7,9158,1,15,4,3,1,0,1044
cbsnyt,7,9158,1,5,4,1,0,0,461
cbsnyt,7,9158,1,5,1,2,1,0,2019
cbsnyt,7,9158,0,27,2,2,1,0,1324
cbsnyt,7,9158,1,49,2,1,0,0,2094
cbsnyt,7,9158,NA,5,4,4,0,0,882
cbsnyt,7,9158,1,26,4,2,0,0,707
cbsnyt,7,9158,1,5,4,1,1,0,1091
cbsnyt,7,9158,1,48,3,2,0,0,842
cbsnyt,7,9158,0,28,2,4,0,0,1136
cbsnyt,7,9158,1,5,3,2,1,0,498
cbsnyt,7,9158,1,5,4,2,1,0,612
cbsnyt,7,9158,1,17,3,1,0,0,585
cbsnyt,7,9158,1,48,3,1,0,0,1283
cbsnyt,7,9158,0,14,2,3,1,0,842
cbsnyt,7,9158,1,48,2,2,0,0,1119
cbsnyt,7,9158,0,33,4,2,0,0,708
cbsnyt,7,9158,NA,38,2,3,0,0,1171
cbsnyt,7,9158,0,28,4,2,1,0,558
cbsnyt,7,9158,0,5,2,1,0,0,1169
cbsnyt,7,9158,1,5,2,3,1,0,924
cbsnyt,7,9158,1,48,3,2,1,0,332
cbsnyt,7,9158,0,5,2,1,1,0,1229
cbsnyt,7,9158,0,5,3,1,1,0,2024
cbsnyt,7,9158,0,42,2,2,0,0,510
cbsnyt,7,9158,0,5,1,4,0,0,2950
cbsnyt,7,9158,0,5,1,4,1,0,1163
cbsnyt,7,9158,0,48,3,1,0,0,1283
cbsnyt,7,9158,0,50,2,1,0,0,1420
cbsnyt,7,9158,0,5,3,3,0,0,1436
cbsnyt,7,9158,0,5,4,2,0,0,1164
cbsnyt,7,9158,0,32,4,2,1,0,1835
cbsnyt,7,9158,1,5,4,2,0,0,776
cbsnyt,7,9158,0,48,2,3,1,0,924
cbsnyt,7,9158,0,5,2,2,0,1,3565
cbsnyt,7,9158,1,32,4,3,1,0,764
cbsnyt,7,9158,1,3,4,1,0,0,461
cbsnyt,7,9158,1,32,4,3,1,0,764
cbsnyt,7,9158,0,11,3,1,0,0,1724
cbsnyt,7,9158,0,1,2,2,0,1,1597
cbsnyt,7,9158,0,44,2,3,1,1,1221
cbsnyt,7,9158,NA,33,1,3,1,0,1075
cbsnyt,7,9158,1,1,3,3,0,0,1286
cbsnyt,7,9158,1,15,2,1,1,1,826
cbsnyt,7,9158,1,15,3,1,1,0,922
cbsnyt,7,9158,1,34,1,4,1,0,2083
cbsnyt,7,9158,0,48,2,4,1,0,983
cbsnyt,7,9158,0,39,4,2,0,0,708
cbsnyt,7,9158,0,17,2,1,1,0,560
cbsnyt,7,9158,1,36,3,2,1,0,605
cbsnyt,7,9158,1,14,1,3,1,0,4296
cbsnyt,7,9158,1,15,2,4,1,0,895
cbsnyt,7,9158,1,44,1,2,1,0,2712
cbsnyt,7,9158,0,10,4,3,0,0,868
cbsnyt,7,9158,0,5,2,3,1,0,924
cbsnyt,7,9158,1,31,1,4,1,0,2122
cbsnyt,7,9158,1,36,4,1,1,0,331
cbsnyt,7,9158,0,14,2,3,0,1,1700
cbsnyt,7,9158,0,33,3,1,1,0,1154
cbsnyt,7,9158,0,19,3,2,1,1,439
cbsnyt,7,9158,0,36,2,2,0,0,1020
cbsnyt,7,9158,NA,41,4,4,1,0,311
cbsnyt,7,9158,0,10,4,2,1,0,822
cbsnyt,7,9158,0,7,4,2,1,0,279
cbsnyt,7,9158,0,43,2,1,0,1,1112
cbsnyt,7,9158,0,44,1,3,0,0,2678
cbsnyt,7,9158,0,32,2,2,1,0,882
cbsnyt,7,9158,0,44,2,3,0,0,1049
cbsnyt,7,9158,0,44,4,1,1,1,481
cbsnyt,7,9158,0,11,2,2,1,0,395
cbsnyt,7,9158,0,5,2,2,1,0,1324
cbsnyt,7,9158,0,10,4,4,0,0,790
cbsnyt,7,9158,0,5,2,2,0,0,1119
cbsnyt,7,9158,0,5,2,2,0,0,1119
cbsnyt,7,9158,0,5,2,1,1,0,1229
cbsnyt,7,9158,0,23,3,1,0,0,1169
cbsnyt,7,9158,0,21,1,2,0,0,2294
cbsnyt,7,9158,0,23,2,1,1,1,826
cbsnyt,7,9158,0,5,1,1,1,0,1229
cbsnyt,7,9158,0,14,1,4,0,0,2688
